open,high,low,close,volume,ma_vol_5,ma_vol_20,ma_close_5,ma_close_20,vol_std_5,vol_std_20,rsi,boll_mid,boll_top,boll_bot,rsv,k,d,j,vol_multiplier_5,vol_multiplier_20,vo_count_5,vo_count_20,is_3_up,is_3_down,ma_count_buy_5,ma_count_sell_5,ma_count_buy_20,ma_count_sell_20,buy_signal_5,sell_signal_5,buy_signal_20,sell_signal_20,buy_signal_count,sell_signal_count
552.26,560.1,546.27,547.19,20003383.0,74512439.0,38067190.15,556.6879999999999,562.4269999999999,96994105.5509253,53413259.83636911,43.28771112361242,562.4269999999999,586.356024301048,538.4979756989518,28.827701293163454,50.5068899456239,63.74990657057299,24.020856695725712,1.5,1.3,0.0,0.0,0,1,9.49799999999982,0.0,15.236999999999853,0.0,0.0,0.0,0.0,0.0,0,0
559.18,562.87,554.11,561.48,19525563.0,72521087.8,37634032.1,555.582,561.1825,97995203.9491081,53526620.4112108,46.85495974849503,561.1825,582.441121662755,539.923878337245,93.14933464715062,57.31872551083766,57.52775556929593,56.90066539392113,1.5,1.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
561.48,561.48,549.5,558.26,15781885.0,22006079.4,36524083.75,555.582,560.8140000000001,4982586.39839558,53737667.51309579,47.3035333007354,560.8140000000001,582.0068755953542,539.6211244046459,94.45783132473176,72.14495575501526,59.9901904038256,96.4544864573946,1.1264186322255831,1.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
558.26,569.78,554.57,569.32,22516601.0,21635810.8,36589906.35,557.702,560.883,4860608.394470527,53719660.3393192,52.58506990191495,560.883,582.1769748285791,539.589025171421,131.85404339185501,106.48706978791246,78.65025035125512,162.16070866122715,1.1246557080481832,1.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
567.47,580.38,558.26,564.71,21957237.0,19956933.8,36651865.45,560.192,560.9985,2373705.1141345585,53702030.08633145,56.9083642586378,560.9985,582.349118984005,539.647881015995,71.66450777178865,99.32546082945846,92.65249545746207,112.67139157345127,1.0189413733553878,1.3,2000303.1999999993,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
558.26,563.79,556.41,560.56,16518837.0,19260024.6,36264889.1,562.8660000000001,560.169,2740887.438663222,53817704.17359567,50.87545675950649,560.169,580.1930084898144,540.1449915101856,69.66292134804448,91.06049083722938,98.95767381820009,75.26612487528794,1.0423096540937555,1.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
553.19,554.57,547.19,548.12,22412288.0,19837369.6,36162953.95,560.1940000000001,559.2935,3025291.3054147093,53841909.42182286,48.98841812000745,559.2935,579.8109582002782,538.7760417997218,16.69177463086255,52.67306791689856,81.0196731945288,-4.020142638361932,1.0525046599633203,1.3,2574918.3999999985,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
559.64,562.4,554.57,559.18,16681263.0,20017245.2,36236999.05,560.3779999999999,558.7175,2796934.5643199724,53814041.16459885,53.650640583585094,558.7175,578.5573567283175,538.8776432716825,99.9999999993976,62.11823199276821,68.61726358229872,49.12016881370718,1.0397262478615175,1.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
565.17,569.32,559.18,569.32,17679023.0,19049729.6,36328653.6,560.3779999999999,558.879,2594389.571587165,53780784.38336822,56.54784967015908,558.879,579.0067777213523,538.7512222786478,104.15725259781254,73.61634240935757,62.802547439674775,95.24393234872316,1.0361903620714472,1.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
569.32,576.69,563.33,566.09,15403775.0,17739037.2,36119894.6,560.654,559.1095,2445571.469939849,53853450.17389282,39.998298306338846,559.1095,579.4555457829074,538.7634542170927,85.44303797429717,96.53343019050244,77.42266819754273,134.75495417642188,1.0378638221661687,1.3,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
